pl_name,hostname,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_insol,pl_eqt,st_teff,st_rad,st_mass,discoverymethod,disc_year,pl_controv_flag,sy_dist
Kepler-368 b,Kepler-368,26.84768,0.186,3.26,10.7,107.58,800.0,5502.0,2.019,1.165,Transit,2014.0,0,770.978
Kepler-368 c,Kepler-368,72.379334,0.36,3.88,14.3,28.681,575.0,5502.0,2.019,1.165,Transit,2014.0,0,770.978
Kepler-369 b,Kepler-369,2.732756,0.03,1.13,1.51,40.295,687.0,3591.0,0.471,0.5,Transit,2014.0,0,214.0
Kepler-369 c,Kepler-369,14.871572,0.094,1.41,2.57,4.21,391.0,3591.0,0.471,0.5,Transit,2014.0,0,214.0
Kepler-37 b,Kepler-37,13.36702,0.1019,0.3098,0.79,44.5,718.0,5357.0,0.789,0.79,Transit,2013.0,0,63.9207
Kepler-37 c,Kepler-37,21.301848,0.139,0.755,1.3,23.9,615.0,5357.0,0.789,0.79,Transit,2013.0,0,63.9207
Kepler-37 d,Kepler-37,39.7922622,0.2109,2.03,2.0,10.39,499.0,5357.0,0.789,0.79,Transit,2013.0,0,63.9207
Kepler-37 e,Kepler-37,51.196,0.25,0.37,8.1,,401.0,5288.0,0.772,0.8,Transit Timing Variations,2014.0,0,63.9207
Kepler-370 b,Kepler-370,4.57953,0.054,1.59,3.15,361.514,1040.0,5852.0,0.9,0.982,Transit,2014.0,0,1167.94
Kepler-370 c,Kepler-370,19.02293,0.14,1.91,4.31,54.197,647.0,5852.0,0.9,0.982,Transit,2014.0,0,1167.94
Kepler-371 b,Kepler-371,34.763278,0.2,1.89,4.23,41.737,554.0,5666.0,0.992,0.876,Transit,2014.0,0,813.192
Kepler-371 c,Kepler-371,67.968015,0.313,1.78,3.82,17.063,443.0,5666.0,0.992,0.876,Transit,2014.0,0,813.192
Kepler-372 b,Kepler-372,6.849692,0.075,1.36,2.42,384.627,1081.0,6509.0,1.137,1.202,Transit,2014.0,0,1493.95
Kepler-372 c,Kepler-372,20.053763,0.154,2.09,5.02,91.881,755.0,6509.0,1.137,1.202,Transit,2014.0,0,1493.95
Kepler-372 d,Kepler-372,30.092568,0.201,1.69,3.5,53.471,660.0,6509.0,1.137,1.202,Transit,2014.0,0,1493.95
Kepler-373 b,Kepler-373,5.535309,0.06,1.36,2.42,453.872,1054.0,5787.0,0.845,0.981,Transit,2014.0,0,1090.45
Kepler-373 c,Kepler-373,16.725948,0.126,1.24,2.07,103.756,729.0,5787.0,0.845,0.981,Transit,2014.0,0,1090.45
Kepler-374 b,Kepler-374,1.897806,0.029,1.03,1.08,2014.661,1761.0,5977.0,0.911,1.033,Transit,2014.0,0,1265.61
Kepler-374 c,Kepler-374,3.282807,0.042,1.1,1.37,966.591,1467.0,5977.0,0.911,1.033,Transit,2014.0,0,1265.61
Kepler-374 d,Kepler-374,5.028219,0.056,1.31,2.27,548.099,1272.0,5977.0,0.911,1.033,Transit,2014.0,0,1265.61
Kepler-375 b,Kepler-375,12.125934,0.101,1.45,2.7,64.444,851.0,5826.0,0.837,0.891,Transit,2014.0,0,1238.81
Kepler-375 c,Kepler-375,19.986326,0.141,2.65,7.51,33.152,720.0,5826.0,0.837,0.891,Transit,2014.0,0,1238.81
Kepler-376 b,Kepler-376,4.920199,0.057,1.07,1.24,689.912,1242.0,5900.0,1.175,0.968,Transit,2014.0,0,923.067
Kepler-376 c,Kepler-376,14.172327,0.115,1.79,3.86,168.29,873.0,5900.0,1.175,0.968,Transit,2014.0,0,923.067
Kepler-377 b,Kepler-377,12.509529,0.109,1.39,2.51,139.112,875.0,5949.0,1.224,1.043,Transit,2014.0,0,823.804
Kepler-377 c,Kepler-377,27.014976,0.182,2.06,4.9,49.855,677.0,5949.0,1.224,1.043,Transit,2014.0,0,823.804
Kepler-378 b,Kepler-378,16.092361,0.112,0.75,0.347,17.819,503.0,4661.0,0.671,0.78,Transit,2014.0,0,152.094
Kepler-378 c,Kepler-378,28.906009,0.166,0.7,0.271,8.166,414.0,4661.0,0.671,0.78,Transit,2014.0,0,152.094
Kepler-379 b,Kepler-379,20.09838,0.152,1.66,3.39,90.346,775.0,6054.0,1.306,1.125,Transit,2014.0,0,731.274
Kepler-379 c,Kepler-379,62.784697,0.326,2.29,5.86,19.793,530.0,6054.0,1.306,1.125,Transit,2014.0,0,731.274
Kepler-38 b,Kepler-38,105.599,0.4632,4.3,122.0,,475.0,5623.0,1.752,0.941,Transit,2012.0,0,1174.59
Kepler-380 b,Kepler-380,3.930821,0.05,1.19,1.81,808.093,1317.0,6045.0,1.224,0.99,Transit,2014.0,0,813.713
Kepler-380 c,Kepler-380,7.630004,0.078,1.27,2.15,333.565,1056.0,6045.0,1.224,0.99,Transit,2014.0,0,813.713
Kepler-381 b,Kepler-381,5.629021,0.066,0.99,0.937,716.085,1576.0,6152.0,1.568,1.144,Transit,2014.0,0,267.323
Kepler-381 c,Kepler-381,13.391635,0.117,1.12,1.46,225.331,1180.0,6152.0,1.568,1.144,Transit,2014.0,0,267.323
Kepler-381 d,Kepler-381,8.256299973,0.08364,1.0667865,1.23,436.7,1387.0,6197.0,2.188,1.198,Transit,2021.0,0,267.323
Kepler-382 b,Kepler-382,5.262155,0.055,1.32,2.3,381.465,1166.0,5600.0,0.945,1.002,Transit,2014.0,0,935.446
Kepler-382 c,Kepler-382,12.162701,0.097,1.59,3.15,124.743,882.0,5600.0,0.945,1.002,Transit,2014.0,0,935.446
Kepler-383 b,Kepler-383,12.904532,0.095,1.32,2.3,20.91,545.0,4710.0,0.672,0.669,Transit,2014.0,0,470.0
Kepler-383 c,Kepler-383,31.200751,0.172,1.24,2.07,6.44,406.0,4710.0,0.672,0.669,Transit,2014.0,0,470.0
Kepler-384 b,Kepler-384,22.597053,0.148,1.12,1.46,101.549,670.0,5577.0,0.882,0.882,Transit,2014.0,0,895.678
Kepler-384 c,Kepler-384,45.348269,0.236,1.13,1.51,40.099,531.0,5577.0,0.882,0.882,Transit,2014.0,0,895.678
Kepler-385 b,Kepler-385,10.043686,0.097,2.73,12.8,143.919,951.0,6326.0,1.126,0.992,Transit,2014.0,0,1432.61
Kepler-385 c,Kepler-385,15.163161,0.127,3.04,13.2,83.155,829.0,6326.0,1.126,0.992,Transit,2014.0,0,1432.61
Kepler-385 d,Kepler-385,56.4159,0.2872,2.6186448,7.36,15.0,535.0,5829.0,1.157,1.05,Transit,2020.0,0,1432.61
Kepler-386 b,Kepler-386,12.31043,0.096,1.39,2.51,43.262,651.0,5178.0,0.767,0.825,Transit,2014.0,0,882.462
Kepler-386 c,Kepler-386,25.193458,0.155,1.58,3.12,16.657,513.0,5178.0,0.767,0.825,Transit,2014.0,0,882.462
Kepler-387 b,Kepler-387,6.791636,0.068,1.03,1.08,304.081,994.0,5774.0,1.046,0.85,Transit,2014.0,0,801.052
Kepler-387 c,Kepler-387,11.837549,0.098,0.89,0.64,144.963,826.0,5774.0,1.046,0.85,Transit,2014.0,0,801.052
Kepler-388 b,Kepler-388,3.173315,0.036,0.81,0.457,112.21,830.0,4498.0,0.586,0.635,Transit,2014.0,0,425.0
Kepler-388 c,Kepler-388,13.297004,0.093,0.86,0.566,16.64,515.0,4498.0,0.586,0.635,Transit,2014.0,0,425.0
Kepler-389 b,Kepler-389,3.244107,0.041,1.51,2.89,167.058,1047.0,5376.0,0.792,0.765,Transit,2014.0,0,816.559
Kepler-389 c,Kepler-389,14.51143,0.11,1.46,2.73,22.735,636.0,5376.0,0.792,0.765,Transit,2014.0,0,816.559
Kepler-39 b,Kepler-39,21.08721,0.164,13.9,6388.1,90.22,897.0,6350.0,1.4,1.29,Transit,2011.0,0,1057.41
Kepler-390 b,Kepler-390,6.738088,0.065,0.82,0.477,99.972,786.0,5166.0,0.776,0.787,Transit,2014.0,0,435.277
Kepler-390 c,Kepler-390,13.060022,0.101,0.79,0.418,41.351,630.0,5166.0,0.776,0.787,Transit,2014.0,0,435.277
Kepler-391 b,Kepler-391,7.4175,0.083,2.5,1100.0,690.0,930.0,5038.0,2.879,1.27,Transit,2014.0,0,869.236
Kepler-391 c,Kepler-391,20.501,0.164,2.88,450.0,179.0,662.0,5038.0,2.879,1.27,Transit,2014.0,0,869.236
Kepler-392 b,Kepler-392,5.341853,0.059,1.0,0.972,450.654,1125.0,5938.0,1.129,0.874,Transit,2014.0,0,681.428
Kepler-392 c,Kepler-392,10.423118,0.093,1.1,1.37,185.098,901.0,5938.0,1.129,0.874,Transit,2014.0,0,681.428
Kepler-393 b,Kepler-393,9.182417,0.091,1.29,2.21,429.813,1052.0,6189.0,1.382,1.256,Transit,2014.0,0,881.404
Kepler-393 c,Kepler-393,14.613612,0.124,1.33,2.33,231.213,901.0,6189.0,1.382,1.256,Transit,2014.0,0,881.404
Kepler-394 b,Kepler-394,8.005013,0.083,1.6,3.19,164.78,1035.0,6402.0,1.132,0.87,Transit,2014.0,0,1058.72
Kepler-394 c,Kepler-394,12.130686,0.11,1.66,3.39,94.528,901.0,6402.0,1.132,0.87,Transit,2014.0,0,1058.72
Kepler-394 d,Kepler-394,5.613580227,0.05904,1.50066814,2.86,302.0,1165.0,6398.0,1.101,1.141,Transit,2021.0,0,1058.72
Kepler-395 b,Kepler-395,7.054346,0.061,1.03,1.08,17.8,576.0,4262.0,0.556,0.622827,Transit,2014.0,0,421.382
Kepler-395 c,Kepler-395,34.989262,0.177,1.32,2.3,2.11,341.0,4262.0,0.556,0.622827,Transit,2014.0,0,421.382
Kepler-396 b,Kepler-396,42.994,0.24067,3.5,75.5,13.731,496.0,5656.0,1.06,0.85,Transit,2013.0,0,223.757
Kepler-396 c,Kepler-396,88.505,0.38946,5.3,17.9,5.244,390.0,5656.0,1.06,0.85,Transit,2013.0,0,223.757
Kepler-397 b,Kepler-397,22.250949,0.144,2.46,6.62,20.01,539.0,5307.0,0.767,0.844,Transit,2014.0,0,969.0
Kepler-397 c,Kepler-397,135.498527,0.48,6.18,31.6,1.8,295.0,5307.0,0.767,0.844,Transit,2014.0,0,969.0
Kepler-398 b,Kepler-398,4.081423,0.044,0.93,0.749,81.287,755.0,4493.0,0.613,0.649,Transit,2014.0,0,177.355
Kepler-398 c,Kepler-398,11.419412,0.087,1.01,1.01,20.556,536.0,4493.0,0.613,0.649,Transit,2014.0,0,177.355
Kepler-398 d,Kepler-398,6.83437001,0.0618,0.88,0.615,40.831,636.0,4557.0,0.67,0.72,Transit,2016.0,0,177.355
Kepler-399 b,Kepler-399,14.425281,0.103,0.96,0.84,35.63,773.0,5502.0,0.68,0.902,Transit,2014.0,0,740.537
Kepler-399 c,Kepler-399,26.67569,0.155,1.43,2.63,15.69,630.0,5502.0,0.68,0.902,Transit,2014.0,0,740.537
Kepler-399 d,Kepler-399,58.034616,0.261,1.89,4.23,5.57,486.0,5502.0,0.68,0.902,Transit,2014.0,0,740.537
Kepler-4 b,Kepler-4,3.21346,0.0456,4.002,24.472,1245.431,1650.0,5857.0,1.487,1.223,Transit,2009.0,0,487.916
Kepler-40 b,Kepler-40,6.87349,0.08,13.11,699.2,1187.965,1620.0,6510.0,2.13,1.48,Transit,2010.0,0,2305.01
Kepler-400 b,Kepler-400,9.024389,0.087,1.65,3.36,183.39,939.0,5886.0,1.145,1.08,Transit,2014.0,0,845.97
Kepler-400 c,Kepler-400,17.340824,0.134,1.49,2.83,76.86,755.0,5886.0,1.145,1.08,Transit,2014.0,0,845.97
Kepler-401 b,Kepler-401,14.383035,0.122,1.71,3.57,254.25,889.0,6117.0,1.333,1.173,Transit,2014.0,0,965.56
Kepler-401 c,Kepler-401,47.318218,0.269,2.15,5.27,51.996,598.0,6117.0,1.333,1.173,Transit,2014.0,0,965.56
Kepler-401 d,Kepler-401,184.256405,0.66886,2.27,5.77,8.485,380.0,6184.0,1.29,1.17,Transit,2016.0,0,965.56
Kepler-402 b,Kepler-402,4.028751,0.051,1.22,1.98,619.844,1311.0,6090.0,1.264,1.072,Transit,2014.0,0,625.339
Kepler-402 c,Kepler-402,6.124821,0.068,1.56,3.05,353.973,1140.0,6090.0,1.264,1.072,Transit,2014.0,0,625.339
Kepler-402 d,Kepler-402,8.921099,0.087,1.38,2.48,214.277,1006.0,6090.0,1.264,1.072,Transit,2014.0,0,625.339
Kepler-402 e,Kepler-402,11.242861,0.102,1.46,2.73,157.481,931.0,6090.0,1.264,1.072,Transit,2014.0,0,625.339
Kepler-403 b,Kepler-403,7.031462,0.076,1.25,2.1,689.457,1194.0,6090.0,1.329,1.299,Transit,2014.0,0,840.269
Kepler-403 c,Kepler-403,54.280749,0.297,1.75,3.71,45.154,604.0,6090.0,1.329,1.299,Transit,2014.0,0,840.269
Kepler-403 d,Kepler-403,13.61159129,0.12178,1.42,2.6,285.295,958.0,6209.0,1.45,1.25,Transit,2016.0,0,840.269
Kepler-404 b,Kepler-404,11.829851,0.102,1.27,2.15,44.534,730.0,5654.0,0.884,0.86,Transit,2014.0,0,812.524
Kepler-404 c,Kepler-404,14.751166,0.118,1.72,3.61,33.153,678.0,5654.0,0.884,0.86,Transit,2014.0,0,812.524
Kepler-405 b,Kepler-405,10.613839,0.095,2.08,4.98,55.623,785.0,5818.0,0.893,0.873,Transit,2014.0,0,1065.08
Kepler-405 c,Kepler-405,29.726682,0.188,4.66,19.6,14.086,557.0,5818.0,0.893,0.873,Transit,2014.0,0,1065.08
Kepler-406 b,Kepler-406,2.42629,0.03599,1.43,6.35,826.933,1302.0,5538.0,1.07,1.07,Transit,2014.0,0,364.03
Kepler-406 c,Kepler-406,4.62332,0.05531,0.85,2.71,349.769,1050.0,5538.0,1.07,1.07,Transit,2014.0,0,364.03
Kepler-407 b,Kepler-407,0.6693124,0.01531,1.19,1.93,4102.008,1983.0,5487.0,1.04,0.99,Transit,2014.0,0,338.368
Kepler-407 c,Kepler-407,3000.0,3.27090369,12.3,4000.0,,,5476.0,1.01,1.0,Radial Velocity,2014.0,0,338.368
Kepler-408 b,Kepler-408,2.46502,0.03592,0.82,5.0,1503.581,1561.0,6104.0,1.23,1.08,Transit,2014.0,0,88.7832
Kepler-409 b,Kepler-409,68.9583216,0.3192,1.199,6.0,6.15,438.0,5421.0,0.897,0.913,Transit,2014.0,0,68.173
Kepler-41 b,Kepler-41,1.8555582,0.03101,14.46,177.98,2036.749,1790.0,5750.0,1.29,1.15,Transit,2011.0,0,1093.08
Kepler-410 A b,Kepler-410 A,17.833648,0.1226,2.838,8.44,159.5,866.0,6273.0,1.352,1.214,Transit,2013.0,0,147.527
Kepler-411 b,Kepler-411,3.005156,0.0375,2.401,25.6,201.3,1138.0,4974.0,0.82,0.87,Transit,2013.0,0,153.676
Kepler-411 c,Kepler-411,7.834435,0.0739,4.421,26.4,56.0,838.0,4974.0,0.82,0.87,Transit,2016.0,0,153.676
Kepler-411 d,Kepler-411,58.02035,0.279,3.319,15.2,3.9,410.0,4974.0,0.82,0.87,Transit,2018.0,0,153.676
Kepler-411 e,Kepler-411,31.509728,0.186,3.28,10.8,,503.0,4974.0,0.82,0.87,Transit Timing Variations,2018.0,0,153.676
Kepler-412 b,Kepler-412,1.7208604,0.02897,15.031269,299.07803,2144.307,1850.0,5750.0,1.287,1.167,Transit,2014.0,0,1086.24
Kepler-413 b,Kepler-413,66.262,0.3553,4.347,67.0,,,4700.0,0.7761,0.82,Transit,2014.0,0,847.536
Kepler-414 b,Kepler-414,4.7,0.0543,1.71,3.5,241.171,1024.0,5536.0,0.946,0.89,Transit Timing Variations,2014.0,0,413.46
Kepler-414 c,Kepler-414,7.171,0.07195,3.01,29.9,137.086,890.0,5536.0,0.946,0.89,Transit Timing Variations,2014.0,0,413.46
Kepler-415 b,Kepler-415,4.176,0.0426,1.21,119.9,69.834,694.0,4362.0,0.643,0.67,Transit Timing Variations,2014.0,0,530.487
Kepler-415 c,Kepler-415,8.708,0.0695,2.01,4.7,26.237,543.0,4362.0,0.643,0.67,Transit Timing Variations,2014.0,0,530.487
Kepler-416 b,Kepler-416,6.319,0.0674,2.48,58.2,224.089,986.0,5718.0,1.075,1.0,Transit Timing Variations,2014.0,0,690.819
Kepler-416 c,Kepler-416,12.209,0.10454,2.352,6.13,93.072,791.0,5718.0,1.075,1.0,Transit Timing Variations,2014.0,0,690.819
Kepler-416 d,Kepler-416,3.07644709,0.0407,1.61,3.22,583.25,1253.0,5670.0,1.022,0.949,Transit,2023.0,0,690.819
Kepler-417 b,Kepler-417,12.331,0.1006,2.31,11.0,43.624,671.0,5177.0,0.806,0.9,Transit Timing Variations,2014.0,0,973.989
Kepler-417 c,Kepler-417,15.943,0.1194,2.69,7.7,30.968,616.0,5177.0,0.806,0.9,Transit Timing Variations,2014.0,0,973.989
Kepler-418 b,Kepler-418,86.67856,0.39249,13.45,349.6112477,8.877,434.0,5820.0,1.09,0.98,Transit,2014.0,0,1002.53
Kepler-418 c,Kepler-418,12.21829987,0.10632,5.22108654,23.7,107.6,835.0,5822.0,1.081,0.957,Transit,2021.0,0,1002.53
Kepler-419 b,Kepler-419,69.7546,0.37,10.8,794.5,37.416,613.0,6430.0,1.74,1.39,Transit,2014.0,0,1011.36
Kepler-419 c,Kepler-419,675.47,1.68,12.6,2320.1,,,6430.0,1.74,1.39,Transit Timing Variations,2014.0,0,1011.36
Kepler-42 b,Kepler-42,1.2137672,0.0116,0.78,0.705944,22.388,519.0,3068.0,0.17,0.13,Transit,2011.0,0,40.0595
Kepler-42 c,Kepler-42,0.45328509,0.006,0.73,60.337,82.125,720.0,3068.0,0.17,0.13,Transit,2011.0,0,40.0595
Kepler-42 d,Kepler-42,1.865169,0.0154,0.57,0.357785,12.538,450.0,3068.0,0.17,0.13,Transit,2011.0,0,40.0595
Kepler-421 b,Kepler-421,704.1984,1.219,4.16,16.1,0.2,185.0,5308.0,0.757,0.794,Transit,2014.0,0,348.558
Kepler-422 b,Kepler-422,7.8914483,0.082,12.89,136.66,264.983,1028.0,5972.0,1.24,1.15,Transit,2014.0,0,722.795
Kepler-423 b,Kepler-423,2.6843285,0.03585,13.361,189.101,649.148,1605.0,5560.0,0.95,0.85,Transit,2014.0,0,758.753
Kepler-424 b,Kepler-424,3.3118644,0.044,9.98,327.35,470.754,1116.0,5460.0,0.94,1.01,Transit,2014.0,0,698.646
Kepler-424 c,Kepler-424,223.3,0.73,12.7,2215.18,,,5460.0,0.94,1.01,Radial Velocity,2014.0,0,698.646
Kepler-425 b,Kepler-425,3.79701816,0.0464,10.962,79.45,229.036,1070.0,5170.0,0.86,0.93,Transit,2014.0,0,646.647
Kepler-426 b,Kepler-426,3.21751883,0.0414,12.22,108.06,410.723,1300.0,5725.0,0.92,0.91,Transit,2014.0,0,843.695
Kepler-427 b,Kepler-427,10.290994,0.091,13.79,92.17,208.721,1100.0,5800.0,1.35,0.96,Transit,2014.0,0,1017.8
Kepler-428 b,Kepler-428,3.52563254,0.0433,12.11,403.63,195.088,1070.0,5150.0,0.8,0.87,Transit,2014.0,0,686.284
Kepler-43 b,Kepler-43,3.0240949,0.046,13.663771,1026.5909,1138.115,1620.0,6041.0,1.42,1.32,Transit,2011.0,0,1005.84
Kepler-430 b,Kepler-430,35.968,0.2244,3.25,10.6,40.844,667.0,5884.0,1.485,1.166,Transit,2015.0,0,917.477
Kepler-430 c,Kepler-430,110.979,0.4757,1.75,3.71,9.096,458.0,5884.0,1.485,1.166,Transit,2015.0,0,917.477
Kepler-431 b,Kepler-431,6.803,0.0719,0.764,0.37,577.545,1032.0,6004.0,1.092,1.071,Transit,2015.0,0,486.546
Kepler-431 c,Kepler-431,8.703,0.0847,0.668,0.229,415.545,951.0,6004.0,1.092,1.071,Transit,2015.0,0,486.546
Kepler-431 d,Kepler-431,11.922,0.1045,1.11,1.41,272.838,856.0,6004.0,1.092,1.071,Transit,2015.0,0,486.546
Kepler-432 b,Kepler-432,52.501129,0.301,12.834305,1719.4603,97.846,812.0,4995.0,4.06,1.32,Transit,2015.0,0,848.023
Kepler-433 b,Kepler-433,5.33408384,0.0679,16.25,896.24,1682.66,1776.0,6360.0,2.26,1.46,Transit,2015.0,0,1878.31
Kepler-434 b,Kepler-434,12.8747099,0.1143,12.67,908.96,158.285,1000.0,5977.0,1.38,1.198,Transit,2015.0,0,1222.54
Kepler-435 b,Kepler-435,8.6001536,0.0948,22.31,266.97,677.917,1729.0,6161.0,3.21,1.538,Transit,2015.0,0,1418.77
Kepler-436 b,Kepler-436,64.00205,0.339,2.73,7.9,1.69,322.0,4651.0,0.697,0.729,Transit,2015.0,0,588.867
Kepler-436 c,Kepler-436,16.79713874,0.11452,2.33,6.04,14.52,503.0,4685.0,0.71,0.75,Transit,2016.0,0,588.867
Kepler-437 b,Kepler-437,66.65062,0.288,2.14,5.22,2.15,308.0,4551.0,0.68,0.707,Transit,2015.0,0,304.0
Kepler-438 b,Kepler-438,35.23319,0.166,1.12,1.46,1.4,288.0,3748.0,0.52,0.544,Transit,2015.0,0,195.94287175
Kepler-439 b,Kepler-439,178.1396,0.563,2.24,5.65,1.83,291.0,5431.0,0.866,0.884,Transit,2015.0,0,757.048
Kepler-44 b,Kepler-44,3.2467293,0.0446,12.22,317.82,1109.223,1544.0,5800.0,1.35,1.12,Transit,2011.0,0,1188.0
Kepler-440 b,Kepler-440,101.11141,0.242,1.86,4.12,1.2,229.0,4134.0,0.559,0.575,Transit,2015.0,0,301.03
Kepler-441 b,Kepler-441,207.2482,0.64,1.64,3.33,0.21,189.0,4340.0,0.55,0.572,Transit,2015.0,0,268.003
Kepler-442 b,Kepler-442,112.3053,0.409,1.34,2.36,0.66,241.0,4402.0,0.598,0.609,Transit,2015.0,0,365.965
Kepler-443 b,Kepler-443,177.6693,0.495,2.33,6.04,0.86,233.0,4723.0,0.706,0.738,Transit,2015.0,0,802.271
Kepler-444 b,Kepler-444,3.6001053,0.04178,0.403,0.0374,225.735,938.0,5046.0,0.752,0.758,Transit,2015.0,0,36.4396
Kepler-444 c,Kepler-444,4.5458841,0.04881,0.497,0.0793,165.73,868.0,5046.0,0.752,0.758,Transit,2015.0,0,36.4396
Kepler-444 d,Kepler-444,6.189392,0.06,0.53,0.2,109.638,783.0,5046.0,0.752,0.758,Transit,2015.0,0,36.4396
Kepler-444 e,Kepler-444,7.743493,0.0696,0.546,0.1,81.344,727.0,5046.0,0.752,0.758,Transit,2015.0,0,36.4396
Kepler-444 f,Kepler-444,9.740486,0.0811,0.741,0.332,59.915,673.0,5046.0,0.752,0.758,Transit,2015.0,0,36.4396
Kepler-445 b,Kepler-445,2.984151,0.0217,1.58,3.12,17.657,401.0,3157.0,0.21,0.18,Transit,2015.0,0,127.201
Kepler-445 c,Kepler-445,4.871229,0.0301,2.51,6.85,9.177,341.0,3157.0,0.21,0.18,Transit,2015.0,0,127.201
Kepler-445 d,Kepler-445,8.15275,0.0439,1.25,2.1,4.314,305.0,3157.0,0.21,0.18,Transit,2015.0,0,127.201
Kepler-446 b,Kepler-446,1.565409,0.0182,1.5,2.86,16.213,648.0,3359.0,0.24,0.22,Transit,2015.0,0,96.339
Kepler-446 c,Kepler-446,3.036179,0.0283,1.11,1.41,6.705,520.0,3359.0,0.24,0.22,Transit,2015.0,0,96.339
Kepler-446 d,Kepler-446,5.148921,0.0403,1.35,2.39,3.307,436.0,3359.0,0.24,0.22,Transit,2015.0,0,96.339
Kepler-447 b,Kepler-447,7.79430132,0.0769,18.49,435.41,119.039,882.0,5493.0,1.05,1.0,Transit,2015.0,0,268.041
Kepler-448 c,KOI-12,2500.0,4.2,12.0,6992.26,,,6635.0,1.4,1.5,Transit Timing Variations,2017.0,0,399.398
Kepler-449 b,Kepler-449,12.58242,0.1027,2.056,4.88,167.41,917.0,5649.18,1.467,1.02,Transit,2015.0,0,241.949
Kepler-449 c,Kepler-449,33.6727,0.1979,2.764,8.07,45.09,661.0,5649.18,1.467,1.02,Transit,2015.0,0,241.949
Kepler-45 b,Kepler-45,2.455239,0.03,10.76,160.497,68.37,1000.0,3820.0,0.55,0.59,Transit,2011.0,0,381.949
Kepler-450 b,Kepler-450,28.454851,0.20092,6.14,19.4,94.325,769.0,6197.21,1.64162,1.19,Transit,2015.0,0,455.982
Kepler-450 c,Kepler-450,15.413135,0.13351,2.62,12.5,213.731,944.0,6197.21,1.64162,1.19,Transit,2015.0,0,455.982
Kepler-450 d,Kepler-450,7.51464,0.0827,0.837,17.6,557.205,1199.0,6197.21,1.64162,1.19,Transit,2015.0,0,455.982
Kepler-452 b,Kepler-452,384.843,1.046,1.63,3.29,1.1,265.0,5757.0,1.11,1.037,Transit,2015.0,1,551.727
Kepler-453 b,Kepler-453,240.503,0.7903,6.204,16.0,,,5527.0,0.833,0.944,Transit,2015.0,0,442.846
Kepler-454 b,Kepler-454,10.5737534,0.09528,2.37,5.4,117.7,916.0,5687.0,1.066,1.03,Transit,2015.0,0,230.869
Kepler-454 c,Kepler-454,524.19,1.287,12.9,1433.40611557,,,5687.0,1.066,1.03,Radial Velocity,2015.0,0,230.869
Kepler-454 d,Kepler-454,4073.0,5.1,13.3,734.18362017,,,5687.0,1.066,1.03,Radial Velocity,2023.0,0,230.869
Kepler-457 d,KOI-7892,10.6906004,0.0996,2.98467257,9.19,244.47,1008.0,6474.0,1.242,1.148,Transit,2021.0,0,1072.3
Kepler-458 c,KIC 9663113,20.74028413,0.17012,4.2,16.4,279.787,798.0,6117.21,2.21562,1.15,Transit,2016.0,0,1594.74
Kepler-46 b,Kepler-46,33.60134,0.1968,9.057,1907.0,10.9,543.0,5155.0,0.938,0.902,Transit,2012.0,0,777.06
Kepler-46 c,Kepler-46,57.011,0.2799,13.5,119.499,,455.0,5155.0,0.938,0.902,Transit Timing Variations,2012.0,0,777.06
Kepler-46 d,Kepler-46,6.766589,0.067,1.64,3.33,92.346,845.0,5309.0,0.79,0.883,Transit,2014.0,0,777.06
Kepler-460 c,KIC 5437945,220.1303357,0.75318,5.52,26.1,7.4,389.0,6146.0,1.26,1.17,Transit,2016.0,0,1274.01
Kepler-461 b,Kepler-461,8.313783059,0.07895,2.58,7.18,254.906,886.0,5634.0,0.91,0.98,Transit,2016.0,0,692.158
Kepler-462 b,Kepler-462,84.6866,0.4172,3.0,53.9,31.269,611.0,7500.0,1.57,1.59,Transit,2016.0,0,596.625
Kepler-462 c,Kepler-462,207.62,0.7584,4.0,6.0,9.97,453.0,7500.0,1.57,1.59,Transit,2020.0,0,596.625
Kepler-463 b,Kepler-463,8.981016833,0.07925,3.05,9.53,166.039,880.0,5661.0,0.9,0.87,Transit,2016.0,0,394.804
Kepler-464 b,Kepler-464,7.256965224,0.07931,3.3,10.9,495.005,1163.0,5933.0,1.59,1.21,Transit,2016.0,0,667.604
Kepler-465 b,Kepler-465,9.940672466,0.09195,2.95,9.01,227.82,996.0,6310.0,1.29,1.23,Transit,2016.0,0,553.077
Kepler-466 b,Kepler-466,51.07926307,0.26769,2.85,8.5,12.5,503.0,5927.0,1.05,1.04,Transit,2016.0,0,530.122
Kepler-466 c,Kepler-466,3.709213846,0.04658,1.25,2.1,410.4,1206.0,5927.0,1.05,1.04,Transit,2016.0,0,530.122
Kepler-467 b,Kepler-467,24.99324193,0.16848,2.25,5.69,72.749,712.0,5809.0,1.37,1.05,Transit,2016.0,0,466.265
Kepler-468 b,Kepler-468,38.478757067,0.2213,13.34,,11.241,484.0,5498.0,0.87,0.96,Transit,2016.0,0,442.871
Kepler-47 b,Kepler-47,49.4643,0.2877,3.05,2.07,,,5636.0,0.936,0.957,Transit,2012.0,0,1025.02
Kepler-47 c,Kepler-47,303.227,0.9638,4.65,3.17,,,5636.0,0.936,0.957,Transit,2012.0,0,1025.02
Kepler-47 d,Kepler-47,187.366,0.6992,7.04,19.02,,,5636.0,0.936,0.957,Transit,2019.0,0,1025.02
